iteration=3, K=1, weight=0.000000, tolerance=0.100000, penalty=1, testing accuracy=0.568849
iteration=3, K=1, weight=0.000000, tolerance=0.100000, penalty=10, testing accuracy=0.571106
iteration=3, K=1, weight=0.000000, tolerance=0.100000, penalty=20, testing accuracy=0.580135
iteration=3, K=1, weight=0.000000, tolerance=0.100000, penalty=30, testing accuracy=0.580135
iteration=3, K=1, weight=0.000000, tolerance=0.100000, penalty=40, testing accuracy=0.566591
iteration=3, K=1, weight=0.000000, tolerance=0.001000, penalty=1, testing accuracy=0.568849
iteration=3, K=1, weight=0.000000, tolerance=0.001000, penalty=10, testing accuracy=0.575621
iteration=3, K=1, weight=0.000000, tolerance=0.001000, penalty=20, testing accuracy=0.573363
iteration=3, K=1, weight=0.000000, tolerance=0.001000, penalty=30, testing accuracy=0.571106
iteration=3, K=1, weight=0.000000, tolerance=0.001000, penalty=40, testing accuracy=0.580135
iteration=3, K=1, weight=0.000000, tolerance=0.000010, penalty=1, testing accuracy=0.568849
iteration=3, K=1, weight=0.000000, tolerance=0.000010, penalty=10, testing accuracy=0.568849
iteration=3, K=1, weight=0.000000, tolerance=0.000010, penalty=20, testing accuracy=0.573363
iteration=3, K=1, weight=0.000000, tolerance=0.000010, penalty=30, testing accuracy=0.573363
iteration=3, K=1, weight=0.000000, tolerance=0.000010, penalty=40, testing accuracy=0.566591
iteration=3, K=1, weight=2.000000, tolerance=0.100000, penalty=1, testing accuracy=0.568849
iteration=3, K=1, weight=2.000000, tolerance=0.100000, penalty=10, testing accuracy=0.571106
iteration=3, K=1, weight=2.000000, tolerance=0.100000, penalty=20, testing accuracy=0.568849
iteration=3, K=1, weight=2.000000, tolerance=0.100000, penalty=30, testing accuracy=0.571106
iteration=3, K=1, weight=2.000000, tolerance=0.100000, penalty=40, testing accuracy=0.577878
iteration=3, K=1, weight=2.000000, tolerance=0.001000, penalty=1, testing accuracy=0.568849
iteration=3, K=1, weight=2.000000, tolerance=0.001000, penalty=10, testing accuracy=0.568849
iteration=3, K=1, weight=2.000000, tolerance=0.001000, penalty=20, testing accuracy=0.575621
iteration=3, K=1, weight=2.000000, tolerance=0.001000, penalty=30, testing accuracy=0.568849
iteration=3, K=1, weight=2.000000, tolerance=0.001000, penalty=40, testing accuracy=0.562077
iteration=3, K=1, weight=2.000000, tolerance=0.000010, penalty=1, testing accuracy=0.568849
iteration=3, K=1, weight=2.000000, tolerance=0.000010, penalty=10, testing accuracy=0.571106
iteration=3, K=1, weight=2.000000, tolerance=0.000010, penalty=20, testing accuracy=0.580135
iteration=3, K=1, weight=2.000000, tolerance=0.000010, penalty=30, testing accuracy=0.580135
iteration=3, K=1, weight=2.000000, tolerance=0.000010, penalty=40, testing accuracy=0.555305
iteration=3, K=1, weight=4.000000, tolerance=0.100000, penalty=1, testing accuracy=0.568849
iteration=3, K=1, weight=4.000000, tolerance=0.100000, penalty=10, testing accuracy=0.571106
iteration=3, K=1, weight=4.000000, tolerance=0.100000, penalty=20, testing accuracy=0.564334
iteration=3, K=1, weight=4.000000, tolerance=0.100000, penalty=30, testing accuracy=0.575621
iteration=3, K=1, weight=4.000000, tolerance=0.100000, penalty=40, testing accuracy=0.559819
iteration=3, K=1, weight=4.000000, tolerance=0.001000, penalty=1, testing accuracy=0.568849
iteration=3, K=1, weight=4.000000, tolerance=0.001000, penalty=10, testing accuracy=0.568849
iteration=3, K=1, weight=4.000000, tolerance=0.001000, penalty=20, testing accuracy=0.575621
iteration=3, K=1, weight=4.000000, tolerance=0.001000, penalty=30, testing accuracy=0.571106
iteration=3, K=1, weight=4.000000, tolerance=0.001000, penalty=40, testing accuracy=0.557562
iteration=3, K=1, weight=4.000000, tolerance=0.000010, penalty=1, testing accuracy=0.568849
iteration=3, K=1, weight=4.000000, tolerance=0.000010, penalty=10, testing accuracy=0.566591
iteration=3, K=1, weight=4.000000, tolerance=0.000010, penalty=20, testing accuracy=0.582393
iteration=3, K=1, weight=4.000000, tolerance=0.000010, penalty=30, testing accuracy=0.566591
iteration=3, K=1, weight=4.000000, tolerance=0.000010, penalty=40, testing accuracy=0.566591
