iteration=7, K=1, weight=0.000000, tolerance=0.100000, penalty=1, testing accuracy=0.612350
iteration=7, K=1, weight=0.000000, tolerance=0.100000, penalty=10, testing accuracy=0.636364
iteration=7, K=1, weight=0.000000, tolerance=0.100000, penalty=20, testing accuracy=0.663808
iteration=7, K=1, weight=0.000000, tolerance=0.100000, penalty=30, testing accuracy=0.566038
iteration=7, K=1, weight=0.000000, tolerance=0.100000, penalty=40, testing accuracy=0.639794
iteration=7, K=1, weight=0.000000, tolerance=0.001000, penalty=1, testing accuracy=0.617496
iteration=7, K=1, weight=0.000000, tolerance=0.001000, penalty=10, testing accuracy=0.600343
iteration=7, K=1, weight=0.000000, tolerance=0.001000, penalty=20, testing accuracy=0.615780
iteration=7, K=1, weight=0.000000, tolerance=0.001000, penalty=30, testing accuracy=0.608919
iteration=7, K=1, weight=0.000000, tolerance=0.001000, penalty=40, testing accuracy=0.586621
iteration=7, K=1, weight=0.000000, tolerance=0.000010, penalty=1, testing accuracy=0.624357
iteration=7, K=1, weight=0.000000, tolerance=0.000010, penalty=10, testing accuracy=0.656947
iteration=7, K=1, weight=0.000000, tolerance=0.000010, penalty=20, testing accuracy=0.638079
iteration=7, K=1, weight=0.000000, tolerance=0.000010, penalty=30, testing accuracy=0.639794
iteration=7, K=1, weight=0.000000, tolerance=0.000010, penalty=40, testing accuracy=0.566038
iteration=7, K=1, weight=2.000000, tolerance=0.100000, penalty=1, testing accuracy=0.619211
iteration=7, K=1, weight=2.000000, tolerance=0.100000, penalty=10, testing accuracy=0.626072
iteration=7, K=1, weight=2.000000, tolerance=0.100000, penalty=20, testing accuracy=0.600343
iteration=7, K=1, weight=2.000000, tolerance=0.100000, penalty=30, testing accuracy=0.550600
iteration=7, K=1, weight=2.000000, tolerance=0.100000, penalty=40, testing accuracy=0.578045
iteration=7, K=1, weight=2.000000, tolerance=0.001000, penalty=1, testing accuracy=0.624357
iteration=7, K=1, weight=2.000000, tolerance=0.001000, penalty=10, testing accuracy=0.624357
iteration=7, K=1, weight=2.000000, tolerance=0.001000, penalty=20, testing accuracy=0.634648
iteration=7, K=1, weight=2.000000, tolerance=0.001000, penalty=30, testing accuracy=0.581475
iteration=7, K=1, weight=2.000000, tolerance=0.001000, penalty=40, testing accuracy=0.578045
iteration=7, K=1, weight=2.000000, tolerance=0.000010, penalty=1, testing accuracy=0.620926
iteration=7, K=1, weight=2.000000, tolerance=0.000010, penalty=10, testing accuracy=0.641509
iteration=7, K=1, weight=2.000000, tolerance=0.000010, penalty=20, testing accuracy=0.658662
iteration=7, K=1, weight=2.000000, tolerance=0.000010, penalty=30, testing accuracy=0.576329
iteration=7, K=1, weight=2.000000, tolerance=0.000010, penalty=40, testing accuracy=0.538593
iteration=7, K=1, weight=4.000000, tolerance=0.100000, penalty=1, testing accuracy=0.622642
iteration=7, K=1, weight=4.000000, tolerance=0.100000, penalty=10, testing accuracy=0.632933
